EGID,BAUJ,BAUJK,FLAE,GES,GKAT,n_eingange,GDEKT,GDENAME,GDENR,STRNAME,DEINR,PLZ4,PLZNAME,Latitude,Longitude,CH_BEZ_D,BAUJK_qual,FLAE_qual,GES_qual,EBF,Nutzung,HGT,co2_m2,co2,kwh_m2,kwh
1,1984,1981-1985,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Grossholzerstrasse,20,8910,Affoltern am Albis,47.26912,8.449096,ausserhalb Bauzonen,1,0,1,97.60000000000001,Rest,3112,24.11903142965101,2354.0174675339385,107.27098672832796,10469.64830468481
512,1933,1919-1945,122,2.8254901960784315,Gebäude ohne Wohnnutzung,1,ZH,Affoltern am Albis,2,Sonnenbergstrasse,29,8910,Affoltern am Albis,47.28494,8.456348,Zonen für öffentliche Nutzungen,1,0,0,178.16784313725492,Rest,3112,28.217639616323883,5027.475988864784,128.6902736269899,22928.468484863948
"516,1985,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Spitalweg,5,8910,Affoltern am Albis,47.28265,8.456205,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"520,1750,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,3,8910,Affoltern am Albis,47.2822,8.45549,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
521,1955,1946-1960,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,2,8910,Affoltern am Albis,47.28236,8.455679,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201
"526,1985,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",12,ZH,Affoltern am Albis,2,Melchior-Hirzel-Weg,4,8910,Affoltern am Albis,47.28296,8.45578,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
528,1974,1971-1980,122,4,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Melchior-Hirzel-Weg,18,8910,Affoltern am Albis,47.28359,8.455924,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704
532,1986,1986-1990,122,3,Gebäude mit teilweiser Wohnnutzung,7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,15,8910,Affoltern am Albis,47.28376,8.454788,Wohnzonen,1,0,1,195.20000000000002,Rest,3112,15.649335380616659,3054.750266296372,74.05974462579724,14456.462150955622
"549,1983,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Blitzgbachweg,2,8910,Affoltern am Albis,47.28623,8.454345,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"551,1963,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,37,8910,Affoltern am Albis,47.28604,8.453909,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"552,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,46,8910,Affoltern am Albis,47.28761,8.45376,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"555,1986,1986-1990,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,44b,8910,Affoltern am Albis,47.28716,8.4540400000000009,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
"563,1954,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,49,8910,Affoltern am Albis,47.28767,8.453012,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"565,1955,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,58,8910,Affoltern am Albis,47.2888,8.453164,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"568,1972,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,52,8910,Affoltern am Albis,47.28817,8.453417,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"569,1973,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,50,8910,Affoltern am Albis,47.28799,8.453507,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"573,1971,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,59,8910,Affoltern am Albis,47.28829,8.452456,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"574,1971,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,61,8910,Affoltern am Albis,47.28845,8.452466,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"578,1972,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,69,8910,Affoltern am Albis,47.28909,8.452272,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"579,1972,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",5,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,71,8910,Affoltern am Albis,47.28938,8.452219,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"584,1959,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Zürichstrasse,163,8910,Affoltern am Albis,47.28422,8.4528199999999991,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"586,1959,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Zürichstrasse,167,8910,Affoltern am Albis,47.2843,8.452459,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
769,1860,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Alte Dorfstrasse,22,8910,Affoltern am Albis,47.27849,8.453635,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
779,1959,1946-1960,122,4,Wohngebäude mit Nebennutzung,5,ZH,Affoltern am Albis,2,Zürichstrasse,76,8910,Affoltern am Albis,47.27708,8.453514,Zentrumszonen,1,0,1,292.8,Wohnen,3112,30.12302728678297,8820.022389570055,128.09820782937612,37507.15525244133
782,1880,Vor 1919,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,68,8910,Affoltern am Albis,47.27695,8.452828,Zentrumszonen,1,0,1,195.20000000000002,Rest,3112,20.52155980242712,4005.808473433774,100.33881790168296,19586.137254408513
794,1850,Vor 1919,122,2,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,90,8910,Affoltern am Albis,47.27762,8.454354,Mischzonen,1,0,1,97.60000000000001,Rest,3112,22.323761625311565,2178.799134630409,106.30878021621179,10375.736949102271
"799,1964,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Gartenhof,5,8910,Affoltern am Albis,47.27562,8.452073,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"800,1964,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Gartenhof,7,8910,Affoltern am Albis,47.27577,8.451933,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
806,1988,1986-1990,122,5,Wohngebäude mit Nebennutzung,7,ZH,Affoltern am Albis,2,Zürichstrasse,55,8910,Affoltern am Albis,47.27625,8.4507930000000009,Zentrumszonen,1,0,1,390.40000000000003,Wohnen,3112,16.566708323543942,6467.642929511556,76.50934191099853,29869.24708205383
"812,1974,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Uerklisweg,9,8910,Affoltern am Albis,47.27361,8.451176,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"815,1935,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Uerklisweg,3,8910,Affoltern am Albis,47.27407,8.450648,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"832,1985,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Bachmattstrasse,17,8910,Affoltern am Albis,47.27242,8.45074,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
835,1950,1946-1960,122,2,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Zeughausstrasse,23,8910,Affoltern am Albis,47.27256,8.450355,Mischzonen,1,0,1,97.60000000000001,Rest,3112,29.89115981237555,2917.3771976878543,128.26065304779578,12518.23973746487
"836,1983,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Zeughausstrasse,25a,8910,Affoltern am Albis,47.27224,8.44982,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"841,1983,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Zeughausstrasse,27a,8910,Affoltern am Albis,47.27204,8.450377,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"844,1983,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Zeughausstrasse,29b,8910,Affoltern am Albis,47.27188,8.450917,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"864,1954,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Büelstrasse,2,8910,Affoltern am Albis,47.27377,8.448578,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"865,1954,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Zürichstrasse,39,8910,Affoltern am Albis,47.274,8.448949,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"870,1980,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Kanzleistrasse,5,8910,Affoltern am Albis,47.27426,8.449144,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"872,1929,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Kanzleistrasse,9,8910,Affoltern am Albis,47.27516,8.448066,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
876,1973,1971-1980,122,2,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Industriestrasse,15,8910,Affoltern am Albis,47.27226,8.446218,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154
877,1971,1971-1980,122,3,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Industriestrasse,18,8910,Affoltern am Albis,47.27182,8.444962,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,24.603972868161957,4802.695503865214,115.31565001442432,22509.61488281563
899,1880,Vor 1919,122,2.8254901960784315,Gebäude ohne Wohnnutzung,1,ZH,Affoltern am Albis,2,Bahnhofplatz,,8910,Affoltern am Albis,47.2757,8.446271,Zentrumszonen,1,0,0,178.16784313725492,Rest,3112,20.750354156378368,3697.0458443761067,101.10556821107721,18013.761017334233
901,1956,1946-1960,122,4,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Bahnhofplatz,9,8910,Affoltern am Albis,47.27571,8.446999,Zentrumszonen,1,0,1,292.8,Wohnen,3112,30.12302728678297,8820.022389570055,128.09820782937612,37507.15525244133
906,1941,1919-1945,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Dachlisserweg,1,8910,Affoltern am Albis,47.27385,8.444698,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858
"911,1955,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Lichtmattstrasse,5,8910,Affoltern am Albis,47.27518,8.446824,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"915,1947,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Lichtmattstrasse,9,8910,Affoltern am Albis,47.27512,8.447383,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
916,1973,1971-1980,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Im Grund,15,8910,Affoltern am Albis,47.27419,8.448358,Zonen für öffentliche Nutzungen,1,0,1,97.60000000000001,Rest,3112,26.764691896349902,2612.233929083751,122.17670438259584,11924.446347741356
921,1902,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Aeussere Grundstrasse,5,8910,Affoltern am Albis,47.27643,8.449323,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"589,1972,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Zürichstrasse,170,8910,Affoltern am Albis,47.28475,8.453344,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
595,1970,1961-1970,122,4,Wohngebäude mit Nebennutzung,7,ZH,Affoltern am Albis,2,Zürichstrasse,156,8910,Affoltern am Albis,47.28324,8.453537,Mischzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195
"602,1950,1946-1960,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Grossmatt,4,8910,Affoltern am Albis,47.28296,8.452128,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"608,1962,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Grossmatt,10,8910,Affoltern am Albis,47.28401,8.45241,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"610,1941,1919-1945,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Zürichstrasse,155,8910,Affoltern am Albis,47.2831,8.453097,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"611,1971,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",5,ZH,Affoltern am Albis,2,Im Wängli,15,8910,Affoltern am Albis,47.28341,8.454314,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
612,1971,1971-1980,122,6,Gebäude mit teilweiser Wohnnutzung,8,ZH,Affoltern am Albis,2,Im Wängli,17,8910,Affoltern am Albis,47.28325,8.454476,Wohnzonen,1,0,1,488,Rest,3112,22.013013620592275,10742.35064684903,106.83354793723379,52134.77139337009
"618,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Giessenstrasse,3a,8910,Affoltern am Albis,47.28203,8.452824,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"619,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Giessenstrasse,3b,8910,Affoltern am Albis,47.28206,8.452782,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"623,1989,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Giessenstrasse,7b,8910,Affoltern am Albis,47.28251,8.451994,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"633,1870,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wollengasse,5,8910,Affoltern am Albis,47.2826,8.453777,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"653,1974,1971-1980,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Giessenstrasse,17,8910,Affoltern am Albis,47.28274,8.450038,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"654,1974,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Giessenstrasse,19a,8910,Affoltern am Albis,47.28258,8.450074,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"658,1890,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",4,ZH,Affoltern am Albis,2,Moosmühle,3,8910,Affoltern am Albis,47.28368,8.45033,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"660,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,1,8910,Affoltern am Albis,47.28173,8.452481,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"664,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,5,8910,Affoltern am Albis,47.28203,8.452211,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"668,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,9,8910,Affoltern am Albis,47.28234,8.451722,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"675,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,16,8910,Affoltern am Albis,47.28199,8.451786,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"676,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,17,8910,Affoltern am Albis,47.2821,8.451586,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
679,1988,1986-1990,122,3,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Gerbiweg,20,8910,Affoltern am Albis,47.28178,8.451433,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215
"680,1995,1991-1995,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,1a,8910,Affoltern am Albis,47.28079,8.453585,Zentrumszonen,1,0,1,292.8,Wohnen,3112,22.315623729669614,6534.014628047264,98.58531875966483,28865.78133282986"
"683,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,12a,8910,Affoltern am Albis,47.28127,8.452003,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
687,1820,Vor 1919,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,8,8910,Affoltern am Albis,47.28109,8.452599,Mischzonen,1,0,1,195.20000000000002,Rest,3112,20.52155980242712,4005.808473433774,100.33881790168296,19586.137254408513
"688,1964,1961-1970,122,3,""Einfamilienhaus, ohne Nebennutzung"",4,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,10a,8910,Affoltern am Albis,47.28171,8.45291,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"689,1982,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",10,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,9b,8910,Affoltern am Albis,47.28069,8.452894,Mischzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
691,1893,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,11,8910,Affoltern am Albis,47.28079,8.452356,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"692,1896,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",4,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,13,8910,Affoltern am Albis,47.2807,8.451904,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"590,1963,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Zürichstrasse,172,8910,Affoltern am Albis,47.28518,8.453428,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
593,1960,1946-1960,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Zürichstrasse,179,8910,Affoltern am Albis,47.28618,8.452596,Arbeitszonen,1,0,1,97.60000000000001,Rest,3112,29.89115981237555,2917.3771976878543,128.26065304779578,12518.23973746487
"599,1961,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Grossmatt,1,8910,Affoltern am Albis,47.28279,8.452833,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"604,1950,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Grossmatt,6,8910,Affoltern am Albis,47.28327,8.45212,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
